datetime,evaporation_acft
7/13/77,2301.61329
7/14/77,2299.26441
7/15/77,2296.76847
7/16/77,2293.24332
7/17/77,2291.4788
7/18/77,2287.95365
7/19/77,2284.42826
7/20/77,2282.6674
7/21/77,2280.31486
7/22/77,2276.93677
7/23/77,2278.11304
7/24/77,2277.96598
7/25/77,2276.20146
7/26/77,2274.88179
7/27/77,2273.70753
7/28/77,2271.95875
7/29/77,2269.47628
7/30/77,2268.60019
7/31/77,2264.66469
8/1/77,2253.52786
8/2/77,2249.34372
8/3/77,2245.01491
8/4/77,2241.26385
8/5/77,2238.66804
8/6/77,2236.21668
8/7/77,2234.77254
8/8/77,2230.01042
8/9/77,2225.25213
8/10/77,2221.35663
8/11/77,2217.60557
8/12/77,2214.14315
8/13/77,2210.53652
8/14/77,2207.50741
8/15/77,2204.04522
8/16/77,2200.14972
8/17/77,2198.2725
8/18/77,2194.377
8/19/77,2191.92541
8/20/77,2190.4815
8/21/77,2188.31878
8/22/77,2184.71215
8/23/77,2182.11635
8/24/77,2178.93921
8/25/77,2175.33258
8/26/77,2171.44067
8/27/77,2168.98571
8/28/77,2167.40074
8/29/77,2164.6569
8/30/77,2161.62802
8/31/77,2158.74335
9/1/77,2055.74015
9/2/77,2052.46891
9/3/77,2050.28559
9/4/77,2049.06097
9/5/77,2046.7448
9/6/77,2043.47016
9/7/77,2039.51996
9/8/77,2035.56636
9/9/77,2031.34004
9/10/77,2029.2966
9/11/77,2028.47799
9/12/77,2025.07027
9/13/77,2021.96366
9/14/77,2020.16341
9/15/77,2017.20918
9/16/77,2014.76922
9/17/77,2013.61185
9/18/77,2013.10055
9/19/77,2010.65741
9/20/77,2008.08883
9/21/77,2006.80624
9/22/77,2003.84862
9/23/77,2001.6659
9/24/77,1998.84008
9/25/77,1996.65736
9/26/77,1993.31727
9/27/77,1990.49145
9/28/77,1987.40839
9/29/77,1984.32555
9/30/77,1982.26827
10/1/77,1331.63372
10/2/77,1331.46058
10/3/77,1330.68175
10/4/77,1329.90278
10/5/77,1329.38565
10/6/77,1328.77982
10/7/77,1328.26055
10/8/77,1327.82785
10/9/77,1327.65472
10/10/77,1327.48372
10/11/77,1326.96445
10/12/77,1326.09906
10/13/77,1325.49322
10/14/77,1325.66636
10/15/77,1326.01249
10/16/77,1326.44518
10/17/77,1326.27205
10/18/77,1326.01249
10/19/77,1325.66636
10/20/77,1325.49322
10/21/77,1325.40879
10/22/77,1325.32222
10/23/77,1325.06252
10/24/77,1324.71639
10/25/77,1324.02398
10/26/77,1323.50472
10/27/77,1322.72803
10/28/77,1322.38175
10/29/77,1322.20876
10/30/77,1322.81445
10/31/77,1323.50472
11/1/77,1316.06329
11/2/77,1316.4818
11/3/77,1316.14535
11/4/77,1315.22197
11/5/77,1314.46494
11/6/77,1314.96967
11/7/77,1314.12835
11/8/77,1313.79399
11/9/77,1313.20511
11/10/77,1312.95267
11/11/77,1312.53208
11/12/77,1312.53208
11/13/77,1313.03682
11/14/77,1312.95267
11/15/77,1312.95267
11/16/77,1312.36379
11/17/77,1311.86114
11/18/77,1311.3564
11/19/77,1310.93582
11/20/77,1310.76752
11/21/77,1309.17125
11/22/77,1308.24593
11/23/77,1307.99349
11/24/77,1308.16179
11/25/77,1308.24593
11/26/77,1308.58237
11/27/77,1308.66652
11/28/77,1308.49823
11/29/77,1308.41408
11/30/77,1307.65913
12/1/77,1012.2551
12/2/77,1011.80122
12/3/77,1012.05984
12/4/77,1012.45025
12/5/77,1011.99476
12/6/77,1011.34574
12/7/77,1010.36968
12/8/77,1009.46031
12/9/77,1008.29072
12/10/77,1008.09546
12/11/77,1007.50991
12/12/77,1006.73061
12/13/77,1005.62449
12/14/77,1004.58496
12/15/77,1003.67559
12/16/77,1002.56947
12/17/77,1001.79028
12/18/77,1000.74913
12/19/77,999.384282
12/20/77,997.759199
12/21/77,996.394348
12/22/77,994.313779
12/23/77,992.948927
12/24/77,991.974478
12/25/77,990.868358
12/26/77,989.633677
12/27/77,987.94351
12/28/77,986.578658
12/29/77,985.278892
12/30/77,983.979126
12/31/77,983.848956
1/1/78,311.31249
1/2/78,310.931554
1/3/78,310.505766
1/4/78,309.900455
1/5/78,309.384886
1/6/78,308.981543
1/7/78,308.443568
1/8/78,308.129412
1/9/78,307.726031
1/10/78,307.232946
1/11/78,306.91879
1/12/78,306.672487
1/13/78,306.425667
1/14/78,306.156956
1/15/78,306.022324
1/16/78,305.596535
1/17/78,305.259935
1/18/78,305.013669
1/19/78,304.587326
1/20/78,304.049313
1/21/78,303.758157
1/22/78,303.533782
1/23/78,303.063104
1/24/78,302.56998
1/25/78,302.054412
1/26/78,301.695959
1/27/78,301.426694
1/28/78,301.224726
1/29/78,301.135538
1/30/78,300.776492
1/31/78,300.373149
2/1/78,360.744283
2/2/78,360.387464
2/3/78,360.113009
2/4/78,360.113009
2/5/78,360.031324
2/6/78,359.948959
2/7/78,359.509822
2/8/78,359.373274
2/9/78,359.181137
2/10/78,359.126227
2/11/78,359.181137
2/12/78,359.345819
2/13/78,359.290909
2/14/78,358.906635
2/15/78,358.57795
2/16/78,358.468177
2/17/78,358.166221
2/18/78,357.947308
2/19/78,357.782626
2/20/78,357.672853
2/21/78,357.370944
2/22/78,357.124576
2/23/78,356.658616
2/24/78,356.274389
2/25/78,356.109707
2/26/78,355.863339
2/27/78,355.287607
2/28/78,354.848423
3/1/78,545.463106
3/2/78,544.964397
3/3/78,544.175721
3/4/78,544.217291
3/5/78,544.175721
3/6/78,544.13422
3/7/78,544.258862
3/8/78,544.258862
3/9/78,544.383575
3/10/78,544.507189
3/11/78,544.54876
3/12/78,544.54876
3/13/78,544.631901
3/14/78,544.881256
3/15/78,545.296823
3/16/78,545.504677
3/17/78,545.794574
3/18/78,546.126999
3/19/78,546.58318
3/20/78,546.376354
3/21/78,546.16857
3/22/78,545.919216
3/23/78,545.919216
3/24/78,545.919216
3/25/78,545.919216
3/26/78,546.002358
3/27/78,545.421535
3/28/78,545.753003
3/29/78,545.58672
3/30/78,545.54522
3/31/78,545.794574
4/1/78,894.17153
4/2/78,894.438857
4/3/78,895.172554
4/4/78,895.84093
4/5/78,896.975675
4/6/78,897.710911
4/7/78,898.511355
4/8/78,898.912403
4/9/78,900.247615
4/10/78,902.184457
4/11/78,903.519669
4/12/78,904.789674
4/13/78,905.924419
4/14/78,906.325467
4/15/78,907.526959
4/16/78,909.26322
4/17/78,909.998456
4/18/78,910.99948
4/19/78,912.067365
4/20/78,912.936322
4/21/78,913.33737
4/22/78,913.937346
4/23/78,915.07363
4/24/78,916.141515
4/25/78,916.67617
4/26/78,917.276146
4/27/78,918.345684
4/28/78,919.480316
4/29/78,920.347619
4/30/78,921.684485
5/1/78,1057.38027
5/2/78,1058.07864
5/3/78,1058.77714
5/4/78,1060.87058
5/5/78,1060.09459
5/6/78,1062.11041
5/7/78,1063.42773
5/8/78,1065.05556
5/9/78,1066.21968
5/10/78,1067.45937
5/11/78,1068.39062
5/12/78,1069.86332
5/13/78,1071.25827
5/14/78,1072.57751
5/15/78,1073.27409
5/16/78,1074.82429
5/17/78,1076.68486
5/18/78,1079.32155
5/19/78,1082.81008
5/20/78,1087.15209
5/21/78,1090.79573
5/22/78,1094.20663
5/23/78,1097.30882
5/24/78,1099.24715
5/25/78,1101.65096
5/26/78,1104.28574
5/27/78,1108.31738
5/28/78,1112.50427
5/29/78,1116.69116
5/30/78,1120.33481
5/31/78,1123.04913
6/1/78,1789.50212
6/2/78,1793.70625
6/3/78,1797.78718
6/4/78,1803.19323
6/5/78,1807.63466
6/6/78,1812.31952
6/7/78,1817.7228
6/8/78,1821.68647
6/9/78,1825.88743
6/10/78,1831.17048
6/11/78,1837.65544
6/12/78,1844.37298
6/13/78,1851.51
6/14/78,1857.88154
6/15/78,1865.01857
6/16/78,1873.04529
6/17/78,1882.22005
6/18/78,1891.77756
6/19/78,1899.67988
6/20/78,1907.32385
6/21/78,1913.44043
6/22/78,1919.04985
6/23/78,1924.01839
6/24/78,1930.38992
6/25/78,1936.5065
6/26/78,1941.85778
6/27/78,1947.72216
6/28/78,1952.94587
6/29/78,1957.27967
6/30/78,1961.22776
7/1/78,2274.58789
7/2/78,2279.87391
7/3/78,2284.42826
7/4/78,2288.54167
7/5/78,2292.21388
7/6/78,2296.32728
7/7/78,2298.08814
7/8/78,2301.176
7/9/78,2302.93663
7/10/78,2304.84821
7/11/78,2305.28574
7/12/78,2306.02082
7/13/78,2307.34415
7/14/78,2307.34415
7/15/78,2308.81455
7/16/78,2311.60462
7/17/78,2309.98716
7/18/78,2310.72247
7/19/78,2310.8693
7/20/78,2310.57541
7/21/78,2312.19264
7/22/78,2312.48676
7/23/78,2313.51231
7/24/78,2314.39469
7/25/78,2313.51231
7/26/78,2313.21842
7/27/78,2311.60462
7/28/78,2310.42835
7/29/78,2310.13422
7/30/78,2309.54597
7/31/78,2307.63828
8/1/78,2298.3256
8/2/78,2296.58379
8/3/78,2294.98384
8/4/78,2292.51491
8/5/78,2290.48217
8/6/78,2288.00962
8/7/78,2285.39522
8/8/78,2282.05369
8/9/78,2279.14835
8/10/78,2275.51588
8/11/78,2272.89786
8/12/78,2269.55611
8/13/78,2266.94378
8/14/78,2265.3588
8/15/78,2261.17466
8/16/78,2256.55697
8/17/78,2253.09478
8/18/78,2250.35455
8/19/78,2247.61071
8/20/78,2245.15935
8/21/78,2241.84136
8/22/78,2237.36835
8/23/78,2234.05036
8/24/78,2230.15486
8/25/78,2225.39657
8/26/78,2222.21942
8/27/78,2220.34581
8/28/78,2217.02782
8/29/78,2213.8545
8/30/78,2210.10344
8/31/78,2206.64102
9/1/78,2100.17758
9/2/78,2097.72494
9/3/78,2094.72324
9/4/78,2090.63657
9/5/78,2090.22716
9/6/78,2082.86584
9/7/78,2079.18518
9/8/78,2074.68592
9/9/78,2071.41446
9/10/78,2067.7338
9/11/78,2065.5541
9/12/78,2061.87345
9/13/78,2058.87492
9/14/78,2057.23771
9/15/78,2054.6486
9/16/78,2052.8781
9/17/78,2051.10442
9/18/78,2050.15252
9/19/78,2048.65178
9/20/78,2046.19914
9/21/78,2043.47016
9/22/78,2041.9726
9/23/78,2040.19892
9/24/78,2038.42841
9/25/78,2036.38497
9/26/78,2034.33834
9/27/78,2032.70431
9/28/78,2030.11202
9/29/78,2028.34152
9/30/78,2026.97703
10/1/78,1362.03465
10/2/78,1361.11627
10/3/78,1360.51043
10/4/78,1359.82017
10/5/78,1359.38747
10/6/78,1358.34894
10/7/78,1357.48553
10/8/78,1357.5721
10/9/78,1356.96627
10/10/78,1356.10087
10/11/78,1355.23747
10/12/78,1353.5931
10/13/78,1351.77773
10/14/78,1351.43161
10/15/78,1351.34718
10/16/78,1350.30864
10/17/78,1348.75284
10/18/78,1347.80087
10/19/78,1346.07207
10/20/78,1345.55281
10/21/78,1345.81251
10/22/78,1344.86254
10/23/78,1343.21817
10/24/78,1341.14325
10/25/78,1340.19328
10/26/78,1339.50102
10/27/78,1339.24131
10/28/78,1338.54891
10/29/78,1338.63548
10/30/78,1338.72205
10/31/78,1337.59908
11/1/78,1329.76099
11/2/78,1329.84513
11/3/78,1331.02081
11/4/78,1331.69384
11/5/78,1332.78745
11/6/78,1333.4584
11/7/78,1333.54255
11/8/78,1333.79484
11/9/78,1333.7107
11/10/78,1333.12182
11/11/78,1333.87899
11/12/78,1334.72017
11/13/78,1333.7107
11/14/78,1333.54255
11/15/78,1332.11443
11/16/78,1331.18911
11/17/78,1330.34987
11/18/78,1329.92928
11/19/78,1329.0881
11/20/78,1327.65998
11/21/78,1326.40016
11/22/78,1325.47483
11/23/78,1326.06371
11/24/78,1325.64312
11/25/78,1324.80181
11/26/78,1324.54951
11/27/78,1323.20554
11/28/78,1321.94571
11/29/78,1321.27268
11/30/78,1319.92885
12/1/78,1023.37056
12/2/78,1023.11193
12/3/78,1022.98176
12/4/78,1021.81056
12/5/78,1021.48674
12/6/78,1020.31554
12/7/78,1019.14594
12/8/78,1017.39069
12/9/78,1015.70052
12/10/78,1014.40076
12/11/78,1013.0359
12/12/78,1011.15048
12/13/78,1009.46031
12/14/78,1007.77015
12/15/78,1006.60055
12/16/78,1006.01489
12/17/78,1006.21015
12/18/78,1006.34021
12/19/78,1006.27523
12/20/78,1006.01489
12/21/78,1005.49432
12/22/78,1004.97536
12/23/78,1005.30078
12/24/78,1005.94981
12/25/78,1006.34021
12/26/78,1005.55941
12/27/78,1004.38981
12/28/78,1003.22021
12/29/78,1001.98542
12/30/78,1001.72519
12/31/78,1001.92034
1/1/79,317.679163
1/2/79,317.23093
1/3/79,316.737806
1/4/79,316.267128
1/5/79,315.885675
1/6/79,315.527184
1/7/79,315.459887
1/8/79,315.034099
1/9/79,314.585865
1/10/79,314.249265
1/11/79,313.688844
1/12/79,313.39765
1/13/79,313.083533
1/14/79,312.9489
1/15/79,312.567964
1/16/79,312.231919
1/17/79,311.940208
1/18/79,311.783685
1/19/79,311.895356
1/20/79,312.321699
1/21/79,312.523074
1/22/79,312.478222
1/23/79,312.254364
1/24/79,311.850466
1/25/79,311.536865
1/26/79,310.976444
1/27/79,310.841812
1/28/79,310.640399
1/29/79,310.035088
1/30/79,309.497112
1/31/79,308.936653
2/1/79,371.081271
2/2/79,370.532994
2/3/79,370.149399
2/4/79,369.902352
2/5/79,369.271711
2/6/79,368.750888
2/7/79,368.147748
2/8/79,367.681109
2/9/79,367.324969
2/10/79,367.242651
2/11/79,367.215196
2/12/79,367.050514
2/13/79,366.776692
2/14/79,366.886464
2/15/79,366.721782
2/16/79,366.419872
2/17/79,366.721782
2/18/79,367.297514
2/19/79,367.572016
2/20/79,367.736019
2/21/79,367.983066
2/22/79,368.202611
2/23/79,368.31243
2/24/79,368.723433
2/25/79,369.07962
2/26/79,369.299165
2/27/79,369.161938
2/28/79,369.32662
3/1/79,568.00766
3/2/79,568.049231
3/3/79,568.754766
3/4/79,569.41866
3/5/79,570.042081
3/6/79,570.664474
3/7/79,571.494651
3/8/79,572.532611
3/9/79,573.530029
3/10/79,574.733244
3/11/79,575.771205
3/12/79,576.726094
3/13/79,577.598869
3/14/79,578.63683
3/15/79,579.550148
3/16/79,580.546538
3/17/79,581.501427
3/18/79,582.580958
3/19/79,583.74356
3/20/79,584.656879
3/21/79,585.15463
3/22/79,585.944264
3/23/79,586.982224
3/24/79,588.351653
3/25/79,589.555896
3/26/79,590.635427
3/27/79,591.548675
3/28/79,593.085415
3/29/79,593.998663
3/30/79,595.286048
3/31/79,597.029543
4/1/79,979.379279
4/2/79,980.981819
4/3/79,982.65122
4/4/79,984.120153
4/5/79,986.123854
4/6/79,987.793255
4/7/79,990.064284
4/8/79,992.19994
4/9/79,993.9362
4/10/79,996.073509
4/11/79,997.542442
4/12/79,999.947078
4/13/79,1001.48287
4/14/79,1003.28599
4/15/79,1005.15597
4/16/79,1007.15791
4/17/79,1009.4958
4/18/79,1012.04779
4/19/79,1015.23645
4/20/79,1018.77987
4/21/79,1022.46507
4/22/79,1025.58278
4/23/79,1028.48775
4/24/79,1031.67642
4/25/79,1036.42564
4/26/79,1040.53478
4/27/79,1044.14903
4/28/79,1047.48136
4/29/79,1050.67002
4/30/79,1054.00059
5/1/79,1212.46307
5/2/79,1215.83577
5/3/79,1219.8675
5/4/79,1223.57177
5/5/79,1226.9446
5/6/79,1230.48207
5/7/79,1234.10396
5/8/79,1237.80617
5/9/79,1242.18405
5/10/79,1246.65136
5/11/79,1250.29435
5/12/79,1254.01813
5/13/79,1257.32776
5/14/79,1260.22517
5/15/79,1263.28623
5/16/79,1265.76948
5/17/79,1268.25273
5/18/79,1271.47938
5/19/79,1275.28808
5/20/79,1280.08681
5/21/79,1284.80475
5/22/79,1289.93684
5/23/79,1295.81245
5/24/79,1301.77091
5/25/79,1307.72938
5/26/79,1314.35057
5/27/79,1321.46684
5/28/79,1329.95892
5/29/79,1339.01369
5/30/79,1348.7365
5/31/79,1357.88667
6/1/79,2164.2615
6/2/79,2176.66921
6/3/79,2189.51696
6/4/79,2199.11918
6/5/79,2207.8311
6/6/79,2215.80714
6/7/79,2224.22683
6/8/79,2233.23417
6/9/79,2244.45916
6/10/79,2255.83216
6/11/79,2265.28656
6/12/79,2272.67134
6/13/79,2279.31704
6/14/79,2286.11036
6/15/79,2293.05169
6/16/79,2300.58429
6/17/79,2309.89087
6/18/79,2319.04624
6/19/79,2329.23631
6/20/79,2338.98654
6/21/79,2346.37132
6/22/79,2352.72119
6/23/79,2358.92324
6/24/79,2364.68545
6/25/79,2369.8526
6/26/79,2374.87553
6/27/79,2380.3385
6/28/79,2385.65707
6/29/79,2391.01932
6/30/79,2395.41472
7/1/79,2771.62985
7/2/79,2777.18813
7/3/79,2783.61144
7/4/79,2791.08198
7/5/79,2797.15767
7/6/79,2802.54225
7/7/79,2807.9266
7/8/79,2812.78963
7/9/79,2816.6098
7/10/79,2819.21294
7/11/79,2823.2068
7/12/79,2825.81431
7/13/79,2828.59138
7/14/79,2831.02084
7/15/79,2833.80204
7/16/79,2835.36232
7/17/79,2837.7959
7/18/79,2839.36054
7/19/79,2840.7469
7/20/79,2841.09452
7/21/79,2841.96369
7/22/79,2841.44214
7/23/79,2841.44214
7/24/79,2841.44214
7/25/79,2840.92059
7/26/79,2839.36054
7/27/79,2837.96983
7/28/79,2836.75304
7/29/79,2836.05756
7/30/79,2834.32358
7/31/79,2834.14966
8/1/79,2820.07811
8/2/79,2818.35877
8/3/79,2816.1279
8/4/79,2814.23676
8/5/79,2810.63037
8/6/79,2812.00589
8/7/79,2808.57129
8/8/79,2805.64846
8/9/79,2802.90174
8/10/79,2800.49883
8/11/79,2797.92006
8/12/79,2797.576
8/13/79,2795.86098
8/14/79,2796.71656
8/15/79,2795.17333
8/16/79,2793.45399
8/17/79,2789.67558
8/18/79,2787.78852
8/19/79,2786.06918
8/20/79,2783.83423
8/21/79,2782.11897
8/22/79,2781.0875
8/23/79,2779.88401
8/24/79,2778.34078
8/25/79,2776.96526
8/26/79,2774.90642
8/27/79,2771.46774
8/28/79,2768.20517
8/29/79,2765.63047
8/30/79,2763.39528
8/31/79,2760.64856
9/1/79,2625.77473
9/2/79,2624.9624
9/3/79,2623.34161
9/4/79,2621.06717
9/5/79,2618.7966
9/6/79,2616.52217
9/7/79,2614.57671
9/8/79,2612.36108
9/9/79,2609.98799
9/10/79,2607.61854
9/11/79,2606.66917
9/12/79,2604.92884
9/13/79,2603.35057
9/14/79,2602.71758
9/15/79,2602.08482
9/16/79,2601.29364
9/17/79,2600.18994
9/18/79,2599.87356
9/19/79,2598.13323
9/20/79,2597.02567
9/21/79,2596.08016
9/22/79,2594.18164
9/23/79,2593.39047
9/24/79,2591.654
9/25/79,2590.07186
9/26/79,2588.65156
9/27/79,2587.06943
9/28/79,2586.12028
9/29/79,2585.3291
9/30/79,2584.38359
10/1/79,1737.41096
10/2/79,1736.02655
10/3/79,1735.60067
10/4/79,1735.07076
10/5/79,1734.43179
10/6/79,1733.79297
10/7/79,1733.79297
10/8/79,1732.83459
10/9/79,1731.77218
10/10/79,1730.60086
10/11/79,1729.0061
10/12/79,1727.72831
10/13/79,1727.19841
10/14/79,1726.98547
10/15/79,1726.66605
10/16/79,1726.77253
10/17/79,1726.02708
10/18/79,1725.38811
10/19/79,1725.17517
10/20/79,1726.3465
10/21/79,1725.81414
10/22/79,1724.75174
10/23/79,1723.58042
10/24/79,1722.30262
10/25/79,1721.77272
10/26/79,1721.77272
10/27/79,1721.66625
10/28/79,1721.13375
10/29/79,1720.0689
10/30/79,1718.36767
10/31/79,1716.87694
11/1/79,1696.93435
11/2/79,1695.38374
11/3/79,1693.934
11/4/79,1693.00458
11/5/79,1692.27971
11/6/79,1690.62543
11/7/79,1689.48642
11/8/79,1689.69349
11/9/79,1688.14274
11/10/79,1687.31433
11/11/79,1687.62508
11/12/79,1686.9002
11/13/79,1686.17533
11/14/79,1685.14239
11/15/79,1684.31398
11/16/79,1683.79618
11/17/79,1683.38204
11/18/79,1683.38204
11/19/79,1682.34896
11/20/79,1680.48761
11/21/79,1679.86641
11/22/79,1679.34861
11/23/79,1679.03801
11/24/79,1677.17651
11/25/79,1676.76238
11/26/79,1675.93398
11/27/79,1675.62338
11/28/79,1674.48676
11/29/79,1672.93363
11/30/79,1671.58994
12/1/79,1293.86535
12/2/79,1292.82411
12/3/79,1291.62454
12/4/79,1290.98373
12/5/79,1290.58319
12/6/79,1290.18275
12/7/79,1290.02442
12/8/79,1290.10266
12/9/79,1290.42301
12/10/79,1289.06327
12/11/79,1288.90309
12/12/79,1288.1822
12/13/79,1287.38306
12/14/79,1286.90254
12/15/79,1286.82246
12/16/79,1287.1428
12/17/79,1286.98263
12/18/79,1286.74237
12/19/79,1286.502
12/20/79,1286.10156
12/21/79,1285.94323
12/22/79,1286.58209
12/23/79,1286.74237
12/24/79,1286.98263
12/25/79,1287.8637
12/26/79,1287.78361
12/27/79,1287.70352
12/28/79,1287.1428
12/29/79,1287.1428
12/30/79,1287.78361
12/31/79,1288.50255
1/1/80,416.846603
1/2/80,416.846603
1/3/80,416.763847
1/4/80,416.681053
1/5/80,416.515542
1/6/80,416.598297
1/7/80,416.461006
1/8/80,416.2127
1/9/80,415.99198
1/10/80,416.267909
1/11/80,416.2127
1/12/80,416.350665
1/13/80,416.708676
1/14/80,416.929358
1/15/80,417.34254
1/16/80,417.590846
1/17/80,417.618431
1/18/80,418.114407
1/19/80,418.169577
1/20/80,418.197162
1/21/80,418.059198
1/22/80,418.086822
1/23/80,418.114407
1/24/80,418.169577
1/25/80,418.279918
1/26/80,418.335127
1/27/80,418.362712
1/28/80,418.252333
1/29/80,418.004028
1/30/80,417.701225
1/31/80,417.590846
2/1/80,486.751443
2/2/80,486.653733
2/3/80,486.718873
2/4/80,486.751443
2/5/80,486.524203
2/6/80,486.718873
2/7/80,486.718873
2/8/80,486.589342
2/9/80,486.393923
2/10/80,486.231028
2/11/80,486.035564
2/12/80,485.970424
2/13/80,485.905284
2/14/80,485.840144
2/15/80,485.808323
2/16/80,485.905284
2/17/80,486.133318
2/18/80,486.165888
2/19/80,486.491633
2/20/80,487.077187
2/21/80,487.174897
2/22/80,488.086241
2/23/80,488.44376
2/24/80,489.062679
2/25/80,489.485384
2/26/80,490.103508
2/27/80,490.429253
2/28/80,490.689857
2/29/80,491.145132
3/1/80,779.04277
3/2/80,779.501378
3/3/80,780.012318
3/4/80,779.961231
3/5/80,780.318911
3/6/80,781.08404
3/7/80,781.543893
3/8/80,781.95266
3/9/80,782.615685
3/10/80,782.922278
3/11/80,782.973365
3/12/80,783.329798
3/13/80,784.045087
3/14/80,784.198418
3/15/80,784.300592
3/16/80,784.554852
3/17/80,784.554852
3/18/80,784.554852
3/19/80,784.198418
3/20/80,784.096174
3/21/80,784.147331
3/22/80,784.402766
3/23/80,784.861373
3/24/80,784.861373
3/25/80,784.657026
3/26/80,784.554852
3/27/80,784.554852
3/28/80,784.91246
3/29/80,785.219053
3/30/80,785.372314
3/31/80,785.372314
4/1/80,1278.21182
4/2/80,1278.21182
4/3/80,1278.294
4/4/80,1278.04745
4/5/80,1277.88498
4/6/80,1277.88498
4/7/80,1277.80279
4/8/80,1277.06303
4/9/80,1276.73429
4/10/80,1276.48763
4/11/80,1275.83205
4/12/80,1275.42113
4/13/80,1274.02378
4/14/80,1273.3682
4/15/80,1272.87498
4/16/80,1272.46407
4/17/80,1272.29958
4/18/80,1272.05303
4/19/80,1272.7928
4/20/80,1274.10596
4/21/80,1275.83205
4/22/80,1276.56992
4/23/80,1278.12964
4/24/80,1280.67578
4/25/80,1282.81089
4/26/80,1285.43911
4/27/80,1287.82089
4/28/80,1290.52939
4/29/80,1293.97967
4/30/80,1296.52381
5/1/80,1494.19312
5/2/80,1498.19576
5/3/80,1502.2938
5/4/80,1506.68035
5/5/80,1510.11062
5/6/80,1513.95573
5/7/80,1518.948
5/8/80,1523.06093
5/9/80,1528.24915
5/10/80,1533.82691
5/11/80,1540.38683
5/12/80,1545.47714
5/13/80,1551.0549
5/14/80,1555.46168
5/15/80,1560.8435
5/16/80,1565.15238
5/17/80,1568.87084
5/18/80,1572.19989
5/19/80,1575.2325
5/20/80,1578.85539
5/21/80,1582.67189
5/22/80,1586.49085
5/23/80,1590.79726
5/24/80,1596.27945
5/25/80,1601.6636
5/26/80,1607.3394
5/27/80,1612.13573
5/28/80,1616.24853
5/29/80,1620.35901
5/30/80,1623.49198
5/31/80,1627.40652
6/1/80,2573.62286
6/2/80,2578.78095
6/3/80,2584.69432
6/4/80,2589.8522
6/5/80,2594.85839
6/6/80,2599.4093
6/7/80,2605.17076
6/8/80,2610.78414
6/9/80,2616.39391
6/10/80,2621.7037
6/11/80,2626.70628
6/12/80,2633.83783
6/13/80,2639.9031
6/14/80,2646.72724
6/15/80,2654.76617
6/16/80,2661.13482
6/17/80,2665.98932
6/18/80,2670.08452
6/19/80,2674.93882
6/20/80,2679.7895
6/21/80,2686.92126
6/22/80,2693.01034
6/23/80,2696.44648
6/24/80,2698.24856
6/25/80,2701.52089
6/26/80,2701.6847
6/27/80,2701.84851
6/28/80,2695.29982
6/29/80,2702.33993
6/30/80,2700.86566
7/1/80,3115.06592
7/2/80,3113.56599
7/3/80,3112.82062
7/4/80,3113.1956
7/5/80,3112.63313
7/6/80,3111.32046
7/7/80,3112.07042
7/8/80,3109.25805
7/9/80,3108.51246
7/10/80,3107.01253
7/11/80,3105.05934
7/12/80,3103.67298
7/13/80,3100.71785
7/14/80,3098.80995
7/15/80,3096.55006
7/16/80,3093.77299
7/17/80,3091.33941
7/18/80,3088.73627
7/19/80,3086.30681
7/20/80,3083.52561
7/21/80,3080.74854
7/22/80,3077.79754
7/23/80,3073.80368
7/24/80,3070.67462
7/25/80,3067.37624
7/26/80,3063.03475
7/27/80,3060.43137
7/28/80,3057.30255
7/29/80,3052.26559
7/30/80,3047.58062
7/31/80,3043.93025
8/1/80,3024.13144
8/2/80,3020.35325
8/3/80,3018.12238
8/4/80,3014.17193
8/5/80,3010.56577
8/6/80,3006.78735
8/7/80,3003.17688
8/8/80,3000.08633
8/9/80,2995.62027
8/10/80,2991.67005
8/11/80,2988.06366
8/12/80,2982.90996
8/13/80,2979.47536
8/14/80,2974.8375
8/15/80,2971.05908
8/16/80,2967.2809
8/17/80,2964.01424
8/18/80,2959.71998
8/19/80,2956.28561
8/20/80,2953.71091
8/21/80,2951.1319
8/22/80,2947.18169
8/23/80,2944.09115
8/24/80,2942.37589
8/25/80,2938.42159
8/26/80,2937.39421
8/27/80,2934.29935
8/28/80,2932.06848
8/29/80,2930.00532
8/30/80,2928.80591
8/31/80,2927.08657
9/1/80,2782.88441
9/2/80,2780.77639
9/3/80,2778.9894
9/4/80,2776.23138
9/5/80,2774.6108
9/6/80,2771.52405
9/7/80,2769.09092
9/8/80,2766.81649
9/9/80,2766.81649
9/10/80,2767.62882
9/11/80,2767.62882
9/12/80,2767.14138
9/13/80,2766.97904
9/14/80,2766.49546
9/15/80,2764.70847
9/16/80,2763.89614
9/17/80,2762.92126
9/18/80,2760.81324
9/19/80,2758.8637
9/20/80,2757.08057
9/21/80,2756.59313
9/22/80,2753.34789
9/23/80,2751.39835
9/24/80,2749.94011
9/25/80,2748.15312
9/26/80,2747.0159
9/27/80,2745.3951
9/28/80,2744.09534
9/29/80,2741.82498
9/30/80,2740.68777
10/1/80,1842.81845
10/2/80,1842.05304
10/3/80,1841.39705
10/4/80,1840.96231
10/5/80,1839.86884
10/6/80,1838.5593
10/7/80,1836.91909
10/8/80,1835.28162
10/9/80,1833.75082
10/10/80,1832.00394
10/11/80,1830.91047
10/12/80,1830.36648
10/13/80,1829.60093
10/14/80,1827.41672
10/15/80,1825.44859
10/16/80,1824.57638
10/17/80,1824.46712
